Title,Description,label
Chocolate marshmallow cookies,The flavour of these chocolate flourless cookies are based on Mexican hot chocolate They are cripsy on the outside with a delightful gooey centre,mexican
Mexican-style tomato rice,"Rice is cooked with cumin and onion, then simmered with tomato passata and chicken stock to make this Mexican-style rice",mexican
Classic Chicken and Tortilla Soup,"A simple, yet delectable chicken soup Chicken is simmered in a spicy tomato soup base Top with crispy-fried tortilla strips and grated Cheddar cheese",mexican
Lengua (beef tongue),"""This beef tongue takes a little time to prepare but is very tasty served in some warm corn tortillas",mexican
Instant Pot® turkey mince with salsa,It doesn't get much easier than this - turkey mince and salsa are combined and made in a pressure cooker such as an Instant Pot® Perfect for tacos or burritos,mexican
Mexican enchiladas suizas,"Corn tortillas are filled with shredded chicken and baked in a creamy green tomatillo sauce The 'suizas' sauce is Spanish for 'Swiss', a nod to its creaminess",mexican
Capirotada (Mexican bread pudding) ,"Capirotada is a traditional Mexican dessert, similar to what we know of as a bread pudding In this variation, a baguette is sliced and toasted then layered with fruit in a dish and drizzled with a spiced fruit syrup This ",mexican
Mexican frozen lime and biscuit cake,A super easy frozen cake formed with layers of biscuits and a sweet and creamy mixture of condensed and evaporated milk and lime juice A favourite in Mexico,mexican
Chicken Vegetable and Tortilla Soup,"A hearty and delicious chicken soup Chicken is simmered with vegetables in a chicken stock, then topped with crispy tortilla strips Enjoy with a sprinkling of cheese, if desired",mexican
Pork tamale pie,"Corn masa dough filled with pork shoulder in a sauce made with Mexican chillies and spices This tamale is cooked in a pie dish, saving the work involved in wrapping individual tamales in corn husks",mexican
Cinnamon and lime chicken fajitas,"Cubes of potatoes and cinnamon-coated chicken breasts are baked, then mixed with fried onions, garlic, jalapeno chillies and lime Serve with rice, beans and extra lime wedges",mexican
Chicken and courgette enchiladas,"These chicken enchiladas have a smoky kick from chilli and a lighter hit to the waistline, with courgette slices replacing tortilla wraps A great way to use up any leftover chicken",mexican
Apple chimichangas,"Soft tortillas are filled with apples, deep-fried and then rolled in cinnamon sugar Serve warm with vanilla ice cream for a scrumptious dessert",mexican
Easy huevos rancheros,This is an easy to make Mexican-style breakfast or brunch dish of baked eggs It's not exactly the same as the real thing but it's still delicious and it will definitely satisfy your hunger until lunch Try crumbled Mexican ,mexican
Mexican street tacos,"Cooked chicken, guacamole, onions and fresh coriander served in tortillas and topped with fresh lime juice Use leftover steak or roast pork if you prefer",mexican
Easy chorizo tacos,These easy chorizo tacos are similar to what you'd find on the streets of Mexico They are quick and easy to prepare with 5 simple ingredients and are ready in less than 20 minutes,mexican
Chargrilled jalapeno quesadillas,Soft tortillas filled with spicy grated Cheddar cheese and roasted jalapeno peppers and pan-fried until melted inside and golden and crispy on the outside Slice into wedges for a starter to share or vegetarian meal,mexican
Mexican hot chocolate with chilli,Delicious Mexican chocolate combined with hot milk and toasted dried chilli for some spice Using the type of chocolate and chilli specified is key for an authentic outcome,mexican
Camarones a la diabla (Mexican devilled prawns),Don't take the word 'devilled' lightly These prawns are cooked in a super spicy sauce made with ketchup and chipotle chillies in adobo,mexican
Spicy tomato and jicama salsa,"This salsa is loaded with fresh tomatoes, jalapeno chilli peppers, red onions, spring onions and jicama Try using daikon radish if you can't find jicima",mexican
Mexican huevos rancheros,This is the authentic Mexican version of fried eggs over fried tortillas layered with refried beans and tomato sauce You may never want a fry up again after trying this,mexican
Guacamole salad dressing,"This Mexican salad dressing is basically blended avocado with fresh coriander, lime juice, onion, serrano pepper and cream",mexican
Creamy poblano peppers and sweetcorn,Roasted poblano peppers and sweetcorn kernels simmered in a sauce made with cream and Mexican cheese A deliciously easy Mexican staple,mexican
Tortas ahogadas (Mexican drowned sandwiches),"Crispy demi baguettes stuffed with pork meat and literally drowned in a warm chipotle-tomato sauce This recipe is one of many versions of the famous tortas ahogadas from Guadalajara, Mexico, and it's mainly ",mexican
Mexican corn cake,A delicious and moist Mexican cake made with fresh sweetcorn kernels and sweetened with condensed milk A traditional recipe from the state of Jalisco,mexican
Mushroom and tomato quesadillas,"Plain tortilla wraps are stuffed with mozzarella cheese, mushrooms and tomatoes, then fried to create these vegetarian quesadillas which the whole family will enjoy",mexican
Potato and chorizo taquitos,"Taquito, tacos dorados are an easy to make Mexican snack with different fillings, here they are filled with mashed potato and chorizo",mexican
Pambazos rellenos (Mexican sandwich with potato and chorizo filling),"This sandwich called in Spanish ""Pambazos rellenos de papa con chorizo"" is a wet sandwich filled with a mixture of potatoes and Mexican chorizo sausage The original Mexican recipe uses dried guajillo chillies which ",mexican
Mango pineapple salsa,"Mango and pineapple are mixed with a little jalapeno chilli pepper, lime juice and fresh coriander for this simple, summery salsa",mexican
Veracruz-style fish,"Fish fillets are baked in a tomato sauce with onion, red peppers, capers and green olives to create this Mexican fish dish",mexican
Pork with green tomatoes,"In this Mexican dish pork shoulder is cooked till it's so tender it can be shredded, then mixed with green tomaotes and ancho chillies and used as a filling for tamales",mexican
Salsa yucateca de habanero (Habanero chilli sauce),"This spicy Mexican salsa is an integral part of the cuisine of the Yucatán Peninsula It is served with cochinita pibil (pulled pork shoulder), or chicken pibil Pibil is a cooking technique where meat or chicken is ",mexican
White pozole,One of Mexico's most traditional dishes: a rich pork and hominy soup in a clear broth flavoured with chicken stock granules You can find hominy at well-assorted supermarkets or Middle Eastern stores,mexican
Pastel de elote (Mexican sweetcorn cake),This moist Mexican cake with fresh sweetcorn is whipped up on a mere 10 minutes,mexican
Burritos with beef or turkey mince filling,"This burrito recipe is great if you have picky eaters on your dinner table I make two different kinds of fillings, one with turkey mince and another with beef mince, then serve them with a whole bunch of other things ",mexican
Coriander brown rice,Brown rice is cooked with pureed onion and fresh coriander in chicken stock to make this flavourful side dish,mexican
Coriander chicken fajitas,"Chicken is marinated in a mixture of fresh coriander, garlic, chilli and lemon juice, then cooked with onions and peppers to make a flavourful fajita filling",mexican
Sweetcorn tamales,"These are tamales filled with fresh sweetcorn and queso fresco, which can be found at Mexican grocery stores or online, or substituted with a mild feta cheese",mexican
"Warm potato, tomato and lemon salad",The combination of warm potato with tomato and fresh coriander tossed in a generous amount of lemon juice and olive oil results in a simply delicious Mexican-inspired salad,mexican
Tortilla wraps with sweetcorn tomato filling,This is a vegetarian filling for tortillas It is enough for 2 to 3 tortillas but it can be easily doubled or tripled,mexican
Mexican pork chilli,"Pork chilli is a traditional Mexican dish that uses three different types of dried chilli peppers: chilacates (rather mild red smooth-skinned chillies), ancho and arbol chillies You can find these at Mexican grocery stores ",mexican
Birria (Mexican goat stew),"Birria, also called birria de chivo, is a dish from the Mexican state of Jalisco Goat meat is slowly simmered with chillies and served with a thick tomato sauce You can find maguey leaves and chile moritas at ",mexican
White wine pineapple cocktail,"Fresh pineapple is blended with white wine, cherry liqueur and sparkling water to create a refreshing Mexican-inspired summertime cocktail",mexican
Courgette flower and Manchego cheese quesadillas,These Mexican-inspired quesadillas are simply delicious to make if you have some courgette flowers in your vegetable patch,mexican
Mexican margarita,This is a recipe for a pure and authentic margarita,mexican
"Chicken, pepper and jalapeno fajitas","An easy chicken fajita recipe with red, yellow and orange peppers and spiced up a level with jalapenos chillies",mexican
